I:3611	3611	I
I:3659	3659	I
I:3731	3731	I
I:3736	3736	I
I:3979	3979	I
I:4101	4101	I
I:4559	4559	I
I:5527	5527	I
I:5868	5868	I
I:6038	6038	I
I:6313	6313	I
I:6314	6314	I
I:6468	6468	I
I:6580	6580	I
I:6581	6581	I
I:6689	6689	I
I:7235	7235	I
I:7565	7565	I
I:7640	7640	I
I:7824	7824	I
I:7995	7995	I
I:8174	8174	I
I:8241	8241	I
I:8267	8267	I
I:8930	8930	I
I:8931	8931	I
I:9007	9007	I
I:9238	9238	I
I:9328	9328	I
I:9718	9718	I
I:9817	9817	I
I:10031	10031	I
I:10283	10283	I
I:10291	10291	I
I:10367	10367	I
I:10486	10486	I
I:11513	11513	I
I:11574	11574	I
I:11865	11865	I
I:11948	11948	I
I:12654	12654	I
I:12716	12716	I
I:12837	12837	I
I:12856	12856	I
I:12921	12921	I
I:13117	13117	I
I:13956	13956	I
I:15024	15024	I
I:15196	15196	I
I:15399	15399	I
I:15824	15824	I
I:15955	15955	I
I:15957	15957	I
I:16266	16266	I
I:16359	16359	I
I:16433	16433	I
I:16456	16456	I
I:16714	16714	I
I:16956	16956	I
I:17200	17200	I
I:17246	17246	I
I:17700	17700	I
I:17935	17935	I
I:17948	17948	I
I:18032	18032	I
I:18297	18297	I
I:18794	18794	I
I:18974	18974	I
I:18982	18982	I
I:19284	19284	I
I:19285	19285	I
I:19317	19317	I
I:19426	19426	I
I:19437	19437	I
I:19539	19539	I
I:19646	19646	I
I:19670	19670	I
I:20019	20019	I
I:20217	20217	I
I:20894	20894	I
I:21156	21156	I
I:21304	21304	I
I:21431	21431	I
I:21533	21533	I
I:22061	22061	I
I:22134	22134	I
I:22257	22257	I
I:22764	22764	I
I:23021	23021	I
I:23024	23024	I
I:23245	23245	I
I:23398	23398	I
I:23508	23508	I
I:23509	23509	I
I:23917	23917	I
I:24356	24356	I
I:24481	24481	I
I:25034	25034	I
I:25314	25314	I
I:25908	25908	I
I:25996	25996	I
I:26449	26449	I
I:26565	26565	I
I:26634	26634	I
I:26827	26827	I
I:27024	27024	I
I:27134	27134	I
I:27459	27459	I
I:27491	27491	I
I:28512	28512	I
I:28534	28534	I
I:29831	29831	I
I:30115	30115	I
I:30670	30670	I
I:30671	30671	I
I:31281	31281	I
I:32141	32141	I
I:32223	32223	I
I:32240	32240	I
I:32311	32311	I
I:32402	32402	I
I:32533	32533	I
I:32839	32839	I
I:32927	32927	I
I:33401	33401	I
I:33460	33460	I
I:33981	33981	I
I:34031	34031	I
I:34055	34055	I
I:34127	34127	I
I:34130	34130	I
I:34207	34207	I
I:34248	34248	I
I:34249	34249	I
I:34290	34290	I
I:34602	34602	I
I:34842	34842	I
I:35007	35007	I
I:35733	35733	I
I:36061	36061	I
I:36179	36179	I
I:36410	36410	I
I:36666	36666	I
I:36826	36826	I
I:36907	36907	I
I:37096	37096	I
I:38161	38161	I
I:39541	39541	I
I:39717	39717	I
I:39808	39808	I
I:39929	39929	I
I:40650	40650	I
I:40674	40674	I
I:41044	41044	I
I:41657	41657	I
I:41901	41901	I
